InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,DayOfWeek,PriceDiff,PriceDiffNote,InvoiceMonth
563749,23288,GREEN VINTAGE SPOT BEAKER,8,2011-08-19 10:10:00,0.85,12360,Austria,6.8,Friday,0.0,,2011-08-01
571904,22325,MOBILE VINTAGE HEARTS ,3,2011-10-19 14:41:00,4.95,12522,Germany,14.850000000000001,Wednesday,0.0,,2011-10-01
580727,22653,BUTTON BOX ,4,2011-12-05 17:17:00,1.63,14096,United Kingdom,6.52,Monday,,First entry,2011-12-01
557626,22708,WRAP DOLLY GIRL,25,2011-06-21 14:29:00,0.42,14175,United Kingdom,10.5,Tuesday,0.0,,2011-06-01
539829,82613D,METAL SIGN CUPCAKE SINGLE HOOK,20,2010-12-22 12:47:00,0.42,12734,France,8.4,Wednesday,,First entry,2010-12-01
540552,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-01-10 09:44:00,2.1,16350,United Kingdom,12.600000000000001,Monday,,First entry,2011-01-01
560368,22555,PLASTERS IN TIN STRONGMAN,5,2011-07-18 12:25:00,1.65,17841,United Kingdom,8.25,Monday,,First entry,2011-07-01
568690,23322,LARGE WHITE HEART OF WICKER,5,2011-09-28 14:43:00,2.95,16332,United Kingdom,14.75,Wednesday,0.0,,2011-09-01
545188,22522,CHILDS GARDEN FORK BLUE ,2,2011-02-28 15:19:00,0.85,14056,United Kingdom,1.7,Monday,,First entry,2011-02-01
561798,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2011-07-29 13:39:00,1.45,14911,EIRE,17.4,Friday,0.0,,2011-07-01
577609,85014B,RED RETROSPOT UMBRELLA,3,2011-11-21 09:51:00,5.95,12349,Italy,17.85,Monday,0.0,,2011-11-01
574260,21259,VICTORIAN SEWING BOX SMALL ,4,2011-11-03 13:58:00,5.95,13014,United Kingdom,23.8,Thursday,0.0,,2011-11-01
539041,82600,NO SINGING METAL SIGN,4,2010-12-15 15:34:00,2.1,15456,United Kingdom,8.4,Wednesday,,First entry,2010-12-01
541962,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-01-24 12:58:00,2.55,12693,Germany,15.299999999999999,Monday,,First entry,2011-01-01
561097,23201,JUMBO BAG ALPHABET,20,2011-07-25 10:47:00,2.08,15981,United Kingdom,41.6,Monday,0.0,,2011-07-01
566674,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-09-14 11:41:00,1.45,15105,United Kingdom,17.4,Wednesday,,First entry,2011-09-01
555594,22469,HEART OF WICKER SMALL,12,2011-06-06 10:09:00,1.65,13880,United Kingdom,19.799999999999997,Monday,0.0,,2011-06-01
560444,44236,PINK/PURPLE CIRCLE CURTAIN,5,2011-07-18 17:15:00,0.79,13764,United Kingdom,3.95,Monday,,First entry,2011-07-01
544673,21993,FLORAL FOLK STATIONERY SET,3,2011-02-22 15:46:00,2.95,13421,United Kingdom,8.850000000000001,Tuesday,,First entry,2011-02-01
561774,23208,LUNCH BAG VINTAGE LEAF DESIGN,5,2011-07-29 12:41:00,1.65,16729,United Kingdom,8.25,Friday,0.0,,2011-07-01
540647,22219,LOVEBIRD HANGING DECORATION WHITE ,10,2011-01-10 14:57:00,0.85,17406,United Kingdom,8.5,Monday,,First entry,2011-01-01
579666,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-30 12:31:00,2.08,14893,United Kingdom,20.8,Wednesday,0.0,,2011-11-01
559134,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-07-06 13:14:00,4.15,12700,France,24.900000000000002,Wednesday,,First entry,2011-07-01
569469,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,2011-10-04 12:22:00,3.75,16360,United Kingdom,7.5,Tuesday,,First entry,2011-10-01
539322,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2010-12-16 19:22:00,1.45,14713,United Kingdom,5.8,Thursday,,First entry,2010-12-01
570244,22809,SET OF 6 T-LIGHTS SANTA,6,2011-10-09 16:05:00,2.95,14514,United Kingdom,17.700000000000003,Sunday,,First entry,2011-10-01
545638,22723,SET OF 6 HERB TINS SKETCHBOOK,1,2011-03-04 12:26:00,3.95,13113,United Kingdom,3.95,Friday,0.0,,2011-03-01
557630,23203,JUMBO BAG DOILEY PATTERNS,10,2011-06-21 14:53:00,2.08,13178,United Kingdom,20.8,Tuesday,0.0,,2011-06-01
580956,M,Manual,4,2011-12-06 14:23:00,1.25,17841,United Kingdom,5.0,Tuesday,0.0,,2011-12-01
558443,22427,ENAMEL FLOWER JUG CREAM,24,2011-06-29 13:20:00,5.45,15189,United Kingdom,130.8,Wednesday,-0.5,,2011-06-01
565420,22575,METAL MERRY CHRISTMAS WREATH,2,2011-09-04 12:09:00,1.95,16326,United Kingdom,3.9,Sunday,0.0,,2011-09-01
580152,22712,CARD DOLLY GIRL ,12,2011-12-02 10:22:00,0.42,12364,Belgium,5.04,Friday,0.0,,2011-12-01
545080,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-02-28 10:33:00,0.42,13004,United Kingdom,10.08,Monday,0.0,,2011-02-01
567300,22630,DOLLY GIRL LUNCH BOX,12,2011-09-19 12:36:00,1.95,12724,France,23.4,Monday,0.0,,2011-09-01
539259,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2010-12-16 14:32:00,1.65,13050,United Kingdom,19.799999999999997,Thursday,,First entry,2010-12-01
580529,22175,PINK OWL SOFT TOY,1,2011-12-04 15:35:00,2.95,14658,United Kingdom,2.95,Sunday,0.0,,2011-12-01
578928,23498,CLASSIC BICYCLE CLIPS ,1,2011-11-27 12:29:00,1.45,15443,United Kingdom,1.45,Sunday,,First entry,2011-11-01
547040,22087,PAPER BUNTING WHITE LACE,6,2011-03-20 10:53:00,2.95,15938,United Kingdom,17.700000000000003,Sunday,,First entry,2011-03-01
575481,21643,ASSORTED TUTTI FRUTTI MIRROR,6,2011-11-09 16:28:00,1.25,15679,United Kingdom,7.5,Wednesday,,First entry,2011-11-01
552256,22156,HEART DECORATION WITH PEARLS ,12,2011-05-08 10:43:00,0.85,16621,United Kingdom,10.2,Sunday,0.0,,2011-05-01
571046,23202,JUMBO BAG VINTAGE LEAF,1,2011-10-13 13:35:00,2.08,18096,United Kingdom,2.08,Thursday,0.0,,2011-10-01
545515,21094,SET/6 RED SPOTTY PAPER PLATES,24,2011-03-03 12:06:00,0.85,12727,France,20.4,Thursday,,First entry,2011-03-01
559993,21650,ASSORTED TUTTI FRUTTI BRACELET,14,2011-07-14 12:42:00,0.19,14716,United Kingdom,2.66,Thursday,,First entry,2011-07-01
566021,21498,RED RETROSPOT WRAP ,25,2011-09-08 12:47:00,0.42,15306,United Kingdom,10.5,Thursday,,First entry,2011-09-01
554669,85099B,JUMBO BAG RED RETROSPOT,10,2011-05-25 15:31:00,2.08,15203,United Kingdom,20.8,Wednesday,0.0,,2011-05-01
567675,22563,HAPPY STENCIL CRAFT,1,2011-09-21 15:54:00,1.25,15351,United Kingdom,1.25,Wednesday,0.0,,2011-09-01
565460,21401,BLUE PUDDING SPOON,24,2011-09-05 09:24:00,0.12,16843,United Kingdom,2.88,Monday,,First entry,2011-09-01
570672,22994,TRAVEL CARD WALLET RETROSPOT,24,2011-10-11 14:52:00,0.42,12536,France,10.08,Tuesday,0.0,,2011-10-01
572830,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-10-26 11:36:00,2.1,16208,United Kingdom,4.2,Wednesday,0.0,,2011-10-01
538011,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-12-09 12:24:00,1.25,14896,United Kingdom,15.0,Thursday,,First entry,2010-12-01
544905,22469,HEART OF WICKER SMALL,12,2011-02-24 13:54:00,1.65,17117,United Kingdom,19.799999999999997,Thursday,0.0,,2011-02-01
557621,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-21 14:00:00,1.25,12444,Norway,15.0,Tuesday,0.0,,2011-06-01
576626,23103,JINGLE BELL HEART DECORATION,4,2011-11-15 17:26:00,1.65,12890,United Kingdom,6.6,Tuesday,0.0,,2011-11-01
571040,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2,2011-10-13 12:59:00,4.15,15272,United Kingdom,8.3,Thursday,0.0,,2011-10-01
554069,22469,HEART OF WICKER SMALL,12,2011-05-22 10:57:00,1.65,15281,United Kingdom,19.799999999999997,Sunday,0.0,,2011-05-01
553007,90039D,FIRE POLISHED GLASS BRACELET GREEN,12,2011-05-12 16:50:00,3.75,14000,United Kingdom,45.0,Thursday,,First entry,2011-05-01
551142,84558A,3D DOG PICTURE PLAYING CARDS,2,2011-04-26 13:22:00,2.95,17613,United Kingdom,5.9,Tuesday,,First entry,2011-04-01
571705,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,6,2011-10-18 15:22:00,3.25,12360,Austria,19.5,Tuesday,,First entry,2011-10-01
567128,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2011-09-16 14:04:00,5.45,18055,United Kingdom,10.9,Friday,0.0,,2011-09-01
576053,22966,GINGERBREAD MAN COOKIE CUTTER,2,2011-11-13 14:53:00,1.25,16726,United Kingdom,2.5,Sunday,0.0,,2011-11-01
564191,23187,FRENCH STYLE STORAGE JAR BONBONS,6,2011-08-23 16:16:00,0.29,17315,United Kingdom,1.7399999999999998,Tuesday,,First entry,2011-08-01
571654,23564,EGG CUP MILKMAID INGRID,1,2011-10-18 12:17:00,1.25,18118,United Kingdom,1.25,Tuesday,,First entry,2011-10-01
548260,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",5,2011-03-30 11:18:00,4.95,15373,United Kingdom,24.75,Wednesday,,First entry,2011-03-01
544037,21533,RETROSPOT LARGE MILK JUG,3,2011-02-15 11:31:00,4.95,14961,United Kingdom,14.850000000000001,Tuesday,0.0,,2011-02-01
563617,23112,PARISIENNE CURIO CABINET,2,2011-08-18 09:45:00,7.5,15301,United Kingdom,15.0,Thursday,0.0,,2011-08-01
577106,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-11-17 17:18:00,2.08,14456,United Kingdom,4.16,Thursday,0.0,,2011-11-01
548289,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-03-30 11:48:00,3.95,13988,United Kingdom,15.8,Wednesday,0.0,,2011-03-01
545073,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-28 09:26:00,2.1,14036,United Kingdom,25.200000000000003,Monday,0.0,,2011-02-01
574674,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,2011-11-06 12:30:00,4.25,14404,United Kingdom,4.25,Sunday,,First entry,2011-11-01
571219,23266,SET OF 3 WOODEN STOCKING DECORATION,12,2011-10-14 13:35:00,1.25,15601,United Kingdom,15.0,Friday,0.0,,2011-10-01
545999,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-03-08 14:44:00,4.15,13089,United Kingdom,49.800000000000004,Tuesday,0.9000000000000004,,2011-03-01
544336,22064,PINK DOUGHNUT TRINKET POT ,1,2011-02-17 19:36:00,1.65,13230,United Kingdom,1.65,Thursday,,First entry,2011-02-01
561206,22430,ENAMEL WATERING CAN CREAM,2,2011-07-25 16:18:00,4.95,13110,United Kingdom,9.9,Monday,0.0,,2011-07-01
567656,79066K,RETRO MOD TRAY,2,2011-09-21 14:40:00,1.63,14096,United Kingdom,3.26,Wednesday,0.7799999999999999,,2011-09-01
568657,51014L,"FEATHER PEN,LIGHT PINK",12,2011-09-28 12:22:00,0.39,16460,United Kingdom,4.68,Wednesday,,First entry,2011-09-01
556284,23170,REGENCY TEA PLATE ROSES ,12,2011-06-10 08:54:00,1.65,17115,United Kingdom,19.799999999999997,Friday,0.0,,2011-06-01
557577,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-06-21 11:02:00,1.25,14606,United Kingdom,7.5,Tuesday,0.0,,2011-06-01
570333,22639,SET OF 4 NAPKIN CHARMS HEARTS,3,2011-10-10 12:19:00,2.55,18126,United Kingdom,7.6499999999999995,Monday,0.0,,2011-10-01
569386,23534,STOP FOR TEA WALL ART,3,2011-10-03 16:48:00,5.95,15159,United Kingdom,17.85,Monday,,First entry,2011-10-01
565915,21807,WHITE CHRISTMAS STAR DECORATION,10,2011-09-07 15:52:00,0.42,15752,United Kingdom,4.2,Wednesday,,First entry,2011-09-01
545712,22499,WOODEN UNION JACK BUNTING,3,2011-03-07 09:52:00,5.95,18280,United Kingdom,17.85,Monday,0.0,,2011-03-01
580640,23498,CLASSIC BICYCLE CLIPS ,2,2011-12-05 12:51:00,1.45,16910,United Kingdom,2.9,Monday,0.0,,2011-12-01
540015,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-01-04 11:40:00,3.75,13319,United Kingdom,15.0,Tuesday,0.0,,2011-01-01
542605,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1,2011-01-30 12:42:00,0.85,17796,United Kingdom,0.85,Sunday,,First entry,2011-01-01
538811,22502,PICNIC BASKET WICKER SMALL,8,2010-12-14 12:22:00,5.95,13178,United Kingdom,47.6,Tuesday,,First entry,2010-12-01
562213,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2011-08-03 13:39:00,0.55,13975,United Kingdom,3.3000000000000003,Wednesday,0.0,,2011-08-01
578926,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-27 12:24:00,0.42,18156,United Kingdom,10.5,Sunday,0.0,,2011-11-01
567288,85099F,JUMBO BAG STRAWBERRY,2,2011-09-19 11:49:00,2.08,16906,United Kingdom,4.16,Monday,0.0,,2011-09-01
577855,22291,HANGING CHICK CREAM DECORATION,1,2011-11-22 11:18:00,1.45,15877,United Kingdom,1.45,Tuesday,0.0,,2011-11-01
547205,79164,BLACK WINE GLASS,12,2011-03-21 14:00:00,1.65,16558,United Kingdom,19.799999999999997,Monday,,First entry,2011-03-01
570223,23209,LUNCH BAG VINTAGE DOILEY ,2,2011-10-09 13:11:00,1.65,15787,United Kingdom,3.3,Sunday,0.0,,2011-10-01
567288,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1,2011-09-19 11:49:00,1.65,16906,United Kingdom,1.65,Monday,0.0,,2011-09-01
565588,22553,PLASTERS IN TIN SKULLS,3,2011-09-05 13:50:00,1.65,16918,United Kingdom,4.949999999999999,Monday,0.0,,2011-09-01
536975,22704,WRAP RED APPLES ,25,2010-12-03 14:04:00,0.42,14911,EIRE,10.5,Friday,,First entry,2010-12-01
569027,23201,JUMBO BAG ALPHABET,10,2011-09-30 10:19:00,2.08,13089,United Kingdom,20.8,Friday,0.0,,2011-09-01
553061,21578,WOODLAND DESIGN  COTTON TOTE BAG,2,2011-05-13 11:12:00,2.25,17238,United Kingdom,4.5,Friday,,First entry,2011-05-01
557292,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2011-06-19 13:06:00,1.25,17562,United Kingdom,15.0,Sunday,0.0,,2011-06-01
562087,21985,PACK OF 12 HEARTS DESIGN TISSUES ,4,2011-08-02 12:31:00,0.29,14606,United Kingdom,1.16,Tuesday,0.0,,2011-08-01
580672,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,4,2011-12-05 14:29:00,2.89,17920,United Kingdom,11.56,Monday,0.0,,2011-12-01
547960,22719,GUMBALL MONOCHROME COAT RACK,1,2011-03-28 15:27:00,1.25,15644,United Kingdom,1.25,Monday,,First entry,2011-03-01
556056,23235,STORAGE TIN VINTAGE LEAF,1,2011-06-08 13:35:00,2.89,17841,United Kingdom,2.89,Wednesday,,First entry,2011-06-01
576779,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-11-16 13:25:00,0.42,14554,United Kingdom,0.42,Wednesday,0.0,,2011-11-01
579345,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-11-29 11:46:00,2.55,12727,France,15.299999999999999,Tuesday,,First entry,2011-11-01
579276,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-11-29 10:10:00,2.1,12654,Germany,25.200000000000003,Tuesday,0.0,,2011-11-01
569669,21992,VINTAGE PAISLEY STATIONERY SET,3,2011-10-05 13:47:00,1.25,14730,United Kingdom,3.75,Wednesday,,First entry,2011-10-01
567801,23370,SET 36 COLOURING PENCILS DOILY,16,2011-09-22 12:02:00,1.25,13089,United Kingdom,20.0,Thursday,,First entry,2011-09-01
573163,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-10-28 09:06:00,1.25,16843,United Kingdom,15.0,Friday,0.0,,2011-10-01
563924,22358,KINGS CHOICE TEA CADDY ,1,2011-08-21 14:32:00,2.95,15984,United Kingdom,2.95,Sunday,0.0,,2011-08-01
578939,23247,BISCUIT TIN 50'S CHRISTMAS,1,2011-11-27 13:14:00,2.89,17068,United Kingdom,2.89,Sunday,0.0,,2011-11-01
564306,20754,RETROSPOT RED WASHING UP GLOVES,12,2011-08-24 12:23:00,2.1,17865,United Kingdom,25.200000000000003,Wednesday,0.0,,2011-08-01
578921,23401,RUSTIC MIRROR WITH LACE HEART,1,2011-11-27 11:57:00,6.25,13596,United Kingdom,6.25,Sunday,0.0,,2011-11-01
552295,22974,CHILDRENS DOLLY GIRL MUG,6,2011-05-08 14:08:00,1.65,14224,United Kingdom,9.899999999999999,Sunday,,First entry,2011-05-01
545708,85194L,HANGING SPRING FLOWER EGG LARGE,12,2011-03-07 09:39:00,0.85,14915,United Kingdom,10.2,Monday,0.0,,2011-03-01
559898,22652,TRAVEL SEWING KIT,1,2011-07-13 12:18:00,1.65,16225,United Kingdom,1.65,Wednesday,0.0,,2011-07-01
537606,22077,6 RIBBONS RUSTIC CHARM,8,2010-12-07 13:16:00,1.65,15002,United Kingdom,13.2,Tuesday,,First entry,2010-12-01
557120,23287,RED VINTAGE SPOT BEAKER,8,2011-06-16 17:12:00,0.85,15669,United Kingdom,6.8,Thursday,,First entry,2011-06-01
570348,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-10-10 12:28:00,2.1,16982,United Kingdom,12.600000000000001,Monday,0.0,,2011-10-01
578519,21558,SKULL LUNCH BOX WITH CUTLERY ,2,2011-11-24 13:56:00,2.55,14591,United Kingdom,5.1,Thursday,,First entry,2011-11-01
547650,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-03-24 12:08:00,1.95,17059,United Kingdom,1.95,Thursday,0.0,,2011-03-01
566008,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-09-08 12:04:00,1.65,16426,United Kingdom,1.65,Thursday,0.0,,2011-09-01
579278,21754,HOME BUILDING BLOCK WORD,6,2011-11-29 10:18:00,6.25,14209,United Kingdom,37.5,Tuesday,0.2999999999999998,,2011-11-01
577782,21481,FAWN BLUE HOT WATER BOTTLE,1,2011-11-21 16:17:00,3.75,16549,United Kingdom,3.75,Monday,0.0,,2011-11-01
548701,22070,SMALL RED RETROSPOT MUG IN BOX ,3,2011-04-03 11:36:00,3.75,17629,United Kingdom,11.25,Sunday,,First entry,2011-04-01
581125,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2011-12-07 12:41:00,0.79,14087,United Kingdom,0.79,Wednesday,,First entry,2011-12-01
559254,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,4,2011-07-07 11:56:00,2.95,16814,United Kingdom,11.8,Thursday,0.0,,2011-07-01
555263,22333,RETROSPOT PARTY BAG + STICKER SET,24,2011-06-01 15:47:00,1.65,15192,United Kingdom,39.599999999999994,Wednesday,,First entry,2011-06-01
541576,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2011-01-19 13:32:00,2.95,17097,Spain,11.8,Wednesday,0.0,,2011-01-01
575957,22183,CAKE STAND VICTORIAN FILIGREE MED,1,2011-11-13 12:19:00,6.75,13170,United Kingdom,6.75,Sunday,,First entry,2011-11-01
536987,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,1,2010-12-03 14:54:00,1.95,17198,United Kingdom,1.95,Friday,,First entry,2010-12-01
571283,21530,DAIRY MAID TOASTRACK,2,2011-10-16 13:51:00,0.79,16533,United Kingdom,1.58,Sunday,0.0,,2011-10-01
566580,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-09-13 13:46:00,2.95,12822,United Kingdom,35.400000000000006,Tuesday,0.0,,2011-09-01
551950,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-05-05 11:38:00,2.95,14911,EIRE,17.700000000000003,Thursday,,First entry,2011-05-01
576667,22991,GIRAFFE WOODEN RULER,12,2011-11-16 11:48:00,1.95,12963,United Kingdom,23.4,Wednesday,-2.1799999999999997,,2011-11-01
547063,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5,2011-03-20 13:33:00,0.85,14769,United Kingdom,4.25,Sunday,0.0,,2011-03-01
577160,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-18 10:05:00,0.85,16134,United Kingdom,10.2,Friday,0.0,,2011-11-01
565930,22617,BAKING SET SPACEBOY DESIGN,3,2011-09-08 10:32:00,4.95,12685,France,14.850000000000001,Thursday,,First entry,2011-09-01
573138,20728,LUNCH BAG CARS BLUE,4,2011-10-27 17:22:00,1.65,15023,United Kingdom,6.6,Thursday,0.0,,2011-10-01
581022,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-12-07 10:25:00,2.08,12826,United Kingdom,20.8,Wednesday,0.0,,2011-12-01
554157,47580,TEA TIME DES TEA COSY,1,2011-05-23 11:33:00,2.55,18283,United Kingdom,2.55,Monday,0.0,,2011-05-01
579147,22573,STAR WOODEN CHRISTMAS DECORATION,10,2011-11-28 13:20:00,0.85,13263,United Kingdom,8.5,Monday,0.0,,2011-11-01
549730,22908,PACK OF 20 NAPKINS RED APPLES,2,2011-04-11 16:35:00,0.85,15867,United Kingdom,1.7,Monday,,First entry,2011-04-01
569026,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-09-30 10:18:00,0.55,16101,United Kingdom,13.200000000000001,Friday,0.0,,2011-09-01
544463,22256,FELT FARM ANIMAL CHICKEN,1,2011-02-20 14:31:00,1.25,12988,United Kingdom,1.25,Sunday,,First entry,2011-02-01
576212,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-11-14 12:45:00,1.45,18082,United Kingdom,5.8,Monday,0.0,,2011-11-01
542000,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-01-25 10:49:00,2.55,14257,United Kingdom,15.299999999999999,Tuesday,0.0,,2011-01-01
573367,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-10-30 13:17:00,1.25,16145,United Kingdom,15.0,Sunday,,First entry,2011-10-01
554920,21577,SAVE THE PLANET COTTON TOTE BAG,12,2011-05-27 12:41:00,2.25,16275,United Kingdom,27.0,Friday,0.0,,2011-05-01
562517,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2011-08-05 12:27:00,4.95,15719,United Kingdom,4.95,Friday,0.0,,2011-08-01
556056,22384,LUNCH BAG PINK POLKADOT,1,2011-06-08 13:35:00,1.65,17841,United Kingdom,1.65,Wednesday,0.0,,2011-06-01
574502,23084,RABBIT NIGHT LIGHT,5,2011-11-04 13:16:00,2.08,17274,United Kingdom,10.4,Friday,0.0,,2011-11-01
559526,21179,NO JUNK MAIL METAL SIGN,1,2011-07-10 11:19:00,0.39,15756,United Kingdom,0.39,Sunday,0.0,,2011-07-01
543306,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-02-07 11:56:00,1.45,16686,United Kingdom,1.45,Monday,0.0,,2011-02-01
569396,22988,SOLDIERS EGG CUP ,12,2011-10-03 17:48:00,1.25,16441,United Kingdom,15.0,Monday,0.0,,2011-10-01
566599,23329,DECORATIVE WICKER HEART LARGE,2,2011-09-13 15:37:00,1.65,15998,United Kingdom,3.3,Tuesday,,First entry,2011-09-01
549546,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,2011-04-10 11:24:00,2.55,16889,United Kingdom,5.1,Sunday,,First entry,2011-04-01
572741,35970,ZINC FOLKART SLEIGH BELLS,12,2011-10-25 15:47:00,1.69,14341,United Kingdom,20.28,Tuesday,0.0,,2011-10-01
546851,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-03-17 13:23:00,2.95,12480,Germany,17.700000000000003,Thursday,0.0,,2011-03-01
541269,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-01-17 11:01:00,0.85,12626,Germany,10.2,Monday,,First entry,2011-01-01
569234,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,2011-10-02 15:33:00,2.95,17841,United Kingdom,2.95,Sunday,0.0,,2011-10-01
548468,47566,PARTY BUNTING,4,2011-03-31 12:28:00,4.95,14818,United Kingdom,19.8,Thursday,0.0,,2011-03-01
566558,15056N,EDWARDIAN PARASOL NATURAL,2,2011-09-13 11:51:00,5.95,15311,United Kingdom,11.9,Tuesday,0.0,,2011-09-01
570010,23534,STOP FOR TEA WALL ART,3,2011-10-07 09:42:00,5.95,15297,United Kingdom,17.85,Friday,0.0,,2011-10-01
553038,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-05-13 08:11:00,3.75,12471,Germany,22.5,Friday,,First entry,2011-05-01
571943,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-10-20 10:10:00,1.69,14638,United Kingdom,27.04,Thursday,0.0,,2011-10-01
580160,22306,SILVER MUG BONE CHINA TREE OF LIFE,12,2011-12-02 10:47:00,1.06,12700,France,12.72,Friday,-0.18999999999999995,,2011-12-01
538370,22699,ROSES REGENCY TEACUP AND SAUCER ,3,2010-12-12 11:06:00,2.95,16923,United Kingdom,8.850000000000001,Sunday,,First entry,2010-12-01
563540,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-08-17 12:04:00,0.85,12473,Germany,10.2,Wednesday,0.0,,2011-08-01
572990,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,2011-10-27 10:54:00,0.79,18276,United Kingdom,7.9,Thursday,,First entry,2011-10-01
555653,40003,WHITE BAMBOO RIBS LAMPSHADE,12,2011-06-06 14:12:00,1.25,17673,United Kingdom,15.0,Monday,,First entry,2011-06-01
546426,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2011-03-13 13:46:00,1.25,13708,United Kingdom,7.5,Sunday,0.0,,2011-03-01
546982,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,1,2011-03-18 12:26:00,2.1,15483,United Kingdom,2.1,Friday,,First entry,2011-03-01
542618,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-01-30 15:52:00,4.95,14502,United Kingdom,4.95,Sunday,0.0,,2011-01-01
541524,22936,BAKING MOULD ROSE WHITE CHOCOLATE,6,2011-01-19 10:49:00,3.25,17091,United Kingdom,19.5,Wednesday,,First entry,2011-01-01
559173,22712,CARD DOLLY GIRL ,12,2011-07-07 10:03:00,0.42,12540,Spain,5.04,Thursday,,First entry,2011-07-01
567295,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-19 12:16:00,1.95,17490,United Kingdom,23.4,Monday,0.30000000000000004,,2011-09-01
541256,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-01-16 14:36:00,1.95,13048,United Kingdom,19.5,Sunday,0.0,,2011-01-01
561679,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2011-07-28 18:56:00,1.45,15245,United Kingdom,17.4,Thursday,0.19999999999999996,,2011-07-01
568697,20728,LUNCH BAG CARS BLUE,20,2011-09-28 14:57:00,1.65,16281,United Kingdom,33.0,Wednesday,0.0,,2011-09-01
549691,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-11 13:42:00,0.55,13549,United Kingdom,13.200000000000001,Monday,0.0,,2011-04-01
551270,17091A,LAVENDER INCENSE IN TIN,2,2011-04-27 12:35:00,0.38,15891,United Kingdom,0.76,Wednesday,,First entry,2011-04-01
